Unnamed: 0,year,key,OpenAlex_count,issn,oa_status,Dim_count,Publisher_Journalname,unique_id,Publisher,ISSN_1
6,2020,closed,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
7,2020,bronze,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
8,2020,green,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
9,2020,hybrid,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
10,2021,gold,142,2452-302X,gold,69,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
11,2021,green,1,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
12,2021,closed,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
13,2021,bronze,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
14,2021,hybrid,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
15,2022,gold,172,2452-302X,gold,79,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
16,2022,green,1,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
17,2022,closed,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
18,2022,bronze,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
19,2022,hybrid,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
20,2023,gold,230,2452-302X,gold,92,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
21,2023,closed,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
22,2023,bronze,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
23,2023,green,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
24,2023,hybrid,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
0,2019,gold,9,2590-1427,gold,9,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
1,2019,closed,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
2,2019,bronze,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
3,2019,green,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
4,2019,hybrid,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
5,2020,gold,19,2590-1427,gold,13,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
6,2020,closed,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
7,2020,bronze,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
8,2020,green,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
9,2020,hybrid,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
10,2021,gold,9,2590-1427,gold,8,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
11,2021,closed,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
12,2021,bronze,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
13,2021,green,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
14,2021,hybrid,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
15,2022,gold,11,2590-1427,gold,15,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
16,2022,green,6,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
17,2022,closed,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
18,2022,bronze,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
19,2022,hybrid,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
20,2023,gold,23,2590-1427,gold,33,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
21,2023,hybrid,8,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
22,2023,green,4,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
23,2023,closed,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
24,2023,bronze,0,2590-1427,,0,Elsevier_Sleep Medicine: X,2890,Elsevier,2590-1427
0,2019,gold,29,2590-0064,gold,28,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
1,2019,closed,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
2,2019,bronze,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
3,2019,green,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
4,2019,hybrid,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
5,2020,gold,48,2590-0064,gold,42,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
6,2020,closed,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
7,2020,bronze,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
8,2020,green,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
9,2020,hybrid,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
10,2021,gold,79,2590-0064,gold,98,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
11,2021,green,1,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
12,2021,closed,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
13,2021,bronze,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
14,2021,hybrid,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
15,2022,gold,248,2590-0064,gold,320,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
16,2022,green,72,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
17,2022,closed,1,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
18,2022,bronze,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
19,2022,hybrid,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
20,2023,gold,362,2590-0064,gold,382,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
21,2023,hybrid,14,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
22,2023,closed,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
23,2023,bronze,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
24,2023,green,0,2590-0064,,0,Elsevier_Materials Today Bio,2153,Elsevier,2590-0064
0,2019,gold,17,2590-1710,gold,16,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
1,2019,closed,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
2,2019,bronze,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
3,2019,green,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
4,2019,hybrid,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
5,2020,gold,44,2590-1710,gold,41,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
6,2020,closed,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
7,2020,bronze,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
8,2020,green,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
9,2020,hybrid,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
10,2021,gold,22,2590-1710,gold,25,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
11,2021,closed,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
12,2021,bronze,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
13,2021,green,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
14,2021,hybrid,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
15,2022,gold,29,2590-1710,gold,33,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
16,2022,green,5,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
17,2022,closed,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
18,2022,bronze,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
19,2022,hybrid,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
20,2023,gold,17,2590-1710,gold,19,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
21,2023,green,3,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
22,2023,closed,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
23,2023,bronze,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
24,2023,hybrid,0,2590-1710,,0,Elsevier_Toxicon: X,3150,Elsevier,2590-1710
0,2019,closed,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
1,2019,bronze,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
2,2019,gold,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
3,2019,green,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
4,2019,hybrid,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
5,2020,closed,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
6,2020,bronze,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
7,2020,gold,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
8,2020,green,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
9,2020,hybrid,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
10,2021,closed,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
11,2021,bronze,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
12,2021,gold,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
13,2021,green,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
14,2021,hybrid,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
15,2022,closed,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
16,2022,bronze,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
17,2022,gold,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
18,2022,green,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
19,2022,hybrid,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
20,2023,closed,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
21,2023,bronze,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
22,2023,gold,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
23,2023,green,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
24,2023,hybrid,0,2590-1818,,0,Elsevier_American Heart Journal: X,116,Elsevier,2590-1818
0,2019,gold,13,2590-1516,gold,16,Elsevier_Contraception: X,745,Elsevier,2590-1516
1,2019,closed,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
2,2019,bronze,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
3,2019,green,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
4,2019,hybrid,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
5,2020,gold,34,2590-1516,gold,31,Elsevier_Contraception: X,745,Elsevier,2590-1516
6,2020,closed,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
7,2020,bronze,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
8,2020,green,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
9,2020,hybrid,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
10,2021,gold,20,2590-1516,gold,17,Elsevier_Contraception: X,745,Elsevier,2590-1516
11,2021,closed,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
12,2021,bronze,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
13,2021,green,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
14,2021,hybrid,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
15,2022,gold,18,2590-1516,gold,18,Elsevier_Contraception: X,745,Elsevier,2590-1516
16,2022,closed,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
17,2022,bronze,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
18,2022,green,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
19,2022,hybrid,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
20,2023,gold,15,2590-1516,gold,13,Elsevier_Contraception: X,745,Elsevier,2590-1516
21,2023,closed,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
22,2023,bronze,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
23,2023,green,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
24,2023,hybrid,0,2590-1516,,0,Elsevier_Contraception: X,745,Elsevier,2590-1516
0,2019,gold,33,2589-9155,gold,31,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
1,2019,closed,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
2,2019,bronze,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
3,2019,green,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
4,2019,hybrid,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
5,2020,gold,20,2589-9155,gold,19,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
6,2020,closed,1,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
7,2020,bronze,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
8,2020,green,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
9,2020,hybrid,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
10,2021,gold,26,2589-9155,gold,22,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
11,2021,closed,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
12,2021,bronze,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
13,2021,green,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
14,2021,hybrid,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
15,2022,gold,21,2589-9155,gold,25,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
16,2022,closed,4,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
17,2022,green,1,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
18,2022,bronze,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
19,2022,hybrid,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
20,2023,gold,19,2589-9155,gold,16,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
21,2023,closed,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
22,2023,bronze,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
23,2023,green,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
24,2023,hybrid,0,2589-9155,,0,Elsevier_Journal of Hydrology X,1780,Elsevier,2589-9155
0,2019,closed,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
1,2019,bronze,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
2,2019,gold,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
3,2019,green,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
4,2019,hybrid,0,2590-1389,hybrid,19,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
5,2020,gold,1,2590-1389,gold,1,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
6,2020,closed,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
7,2020,bronze,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
8,2020,green,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
9,2020,hybrid,0,2590-1389,hybrid,10,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
10,2021,closed,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
11,2021,bronze,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
12,2021,gold,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
13,2021,green,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
14,2021,hybrid,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
15,2022,closed,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
16,2022,bronze,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
17,2022,gold,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
18,2022,green,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
19,2022,hybrid,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
20,2023,closed,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
21,2023,bronze,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
22,2023,gold,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
23,2023,green,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
24,2023,hybrid,0,2590-1389,,0,Elsevier_Veterinary Parasitology: X,3248,Elsevier,2590-1389
0,2019,gold,14,2590-1745,gold,12,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
1,2019,closed,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
2,2019,bronze,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
3,2019,green,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
4,2019,hybrid,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
5,2020,gold,22,2590-1745,gold,21,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
6,2020,closed,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
7,2020,bronze,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
8,2020,green,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
9,2020,hybrid,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
10,2021,gold,90,2590-1745,gold,90,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
11,2021,closed,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
12,2021,bronze,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
13,2021,green,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
14,2021,hybrid,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
15,2022,gold,169,2590-1745,gold,185,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
16,2022,closed,15,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
17,2022,green,3,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
18,2022,bronze,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
19,2022,hybrid,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
20,2023,gold,157,2590-1745,gold,165,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
21,2023,hybrid,10,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
22,2023,green,1,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
23,2023,closed,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
24,2023,bronze,0,2590-1745,,0,Elsevier_Energy Conversion and Management: X,968,Elsevier,2590-1745
0,2019,gold,24,2590-1508,gold,19,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
1,2019,closed,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
2,2019,bronze,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
3,2019,green,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
4,2019,hybrid,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
5,2020,gold,22,2590-1508,gold,18,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
6,2020,closed,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
7,2020,bronze,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
8,2020,green,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
9,2020,hybrid,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
10,2021,gold,50,2590-1508,gold,43,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
11,2021,closed,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
12,2021,bronze,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
13,2021,green,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
14,2021,hybrid,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
15,2022,gold,47,2590-1508,gold,48,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
16,2022,closed,5,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
17,2022,bronze,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
18,2022,green,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
19,2022,hybrid,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
20,2023,gold,45,2590-1508,gold,42,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
21,2023,hybrid,1,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
22,2023,closed,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
23,2023,bronze,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
24,2023,green,0,2590-1508,,0,Elsevier_Materials Letters: X,2140,Elsevier,2590-1508
0,2019,hybrid,5,2590-1419,hybrid,22,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
1,2019,closed,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
2,2019,bronze,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
3,2019,gold,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
4,2019,green,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
5,2020,hybrid,2,2590-1419,hybrid,4,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
6,2020,closed,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
7,2020,bronze,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
8,2020,gold,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
9,2020,green,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
10,2021,closed,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
11,2021,bronze,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
12,2021,gold,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
13,2021,green,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
14,2021,hybrid,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
15,2022,closed,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
16,2022,bronze,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
17,2022,gold,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
18,2022,green,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
19,2022,hybrid,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
20,2023,closed,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
21,2023,bronze,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
22,2023,gold,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
23,2023,green,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
24,2023,hybrid,0,2590-1419,,0,Elsevier_Chemical Physics Letters: X,516,Elsevier,2590-1419
0,2019,gold,238,1388-2481,gold,224,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
1,2019,closed,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
2,2019,bronze,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
3,2019,green,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
